speaker,utterance
M1,⌊ u::h⌋ [!] yea::h→
M2,∙hhh°[UNINTELLIGIBLE]°→
M1,+≈ °yeah°→
M2,+≈ °yea::h°→ doing: [!]
M1,∙hhh it se⌈e:ms ob⌉vious [!]
M2,⌊yea:h⌋ [!] ⁎I ⌈thought about tha:t⌉⁎ [!]
M1,⌊<you don't> [?] o:nly⌋ apply: to on:e pla:c:e [!]
M2,"+≈ yea::h⁎I thought about that, definitely⁎ [!]"
M1,"+≈ so::, u:::h→ (0.7) you kno:w, making Ma:cromi:nd Director°movies, [UNINTELLIGIBLE]°→ ⌈<i:t's> [?] ⌉ no:t ge:nius: wor:k [!]"
M2,⌊yea::h⌋→ yea::h→
M1,bu:t the:y also:: u::h→ I think on:e of the rea:sons they hi:red me: is becau:se they're ∙hhh about the beha:vioral implica:tion:s of:: [/] li:ke [/] the
M2,⌊ri::ght⌋→
M1,so ⌈they⌉ mi:ght be interes:ted in me: for tho:se rea:sons:→
M2,⌊yea:h⌋→
M1,"∙hhh⁎but I'm really no:t hi:red for that I:'m in:⁎- ∙hhh I'm in: o: k: thir:tee::n→ ∙hhh which is u:ser interfa:ce desi::gn→ (0.5) °that's° [/] (0.7) [FINGER:SNAP] (0.4) right in the:re→ ∙hhh i saw this talk with this: (0.2) lu:natic woman: who (is)→ (0.6) I: you kno:w i gotta con:tracting jo:b, I don't ha:ve like a (0.6) ⌈∙hhh⁎but this⁎lunatic woman who's apply:ing for a permanent"
M2,⌊ [STATIC⌋] → ah ha:h↗
M1,+≈ ⁎this is what she did⁎→ [STATIC] →
M2,(0.3) sh:e: [/] ⁎this is one of the thing:s she di:d⁎ [!] (0.4) and she did thi:s [/] in: (0.4) mo:re than one domai:n→ ∙hhh she went to Eng:la:n::d→ ∙hhh (0.4) becaus:e she couldn't→ (0.2) ⁎she didn't know how to speak Engli:sh: so she wanted to ⁎she:'s Brazilian⁎→ (0.3) ∙hh⌈h⌉ so she goes to England→
M1,⌊ah hah⌋→ +≈ ∙hhh to the: Ma:nches:ter: Adva:nced Technical Research
M2,"(0.6) ah hah, ↗"
M1,"an:d the:y [/] tell: her: hhh we:ll you know you do whatever you cause they had, (0.3) you kno:w [UNINTELLIGIBLE] guess:ing they had the medical"
M2,(0.3) ⌈ah ha:h⌉→
M1,⌊∙hh⌋h so she goe:s to: [/] sh:e goe:s aroun:d to hos:pital:s→ ∙hhh an:d sh:e: w[/] pokes aroun:d the hos:pital:s 'n'stu:ff→
M2,[STATIC→]
M1,+≈ a:n:d u::h sh:e star:ts→ you kno:w⁎one of the things that sh:e doe:s is sh:e: wa:tches: (0.6) h⌈hh⌉ a:n:d u::h→
M2,⌊mhm:⌋↗
M1,"+≈ ∙hhh u::h thi⌈:s wo⌉man she ha:s, °hh°→"
M2,⌊hhh⌋→
M1,"+≈ ∙hhh an er:gonomi:cs ba:ckgrou:n:d, a biomechanics: an ⌈indu:s⌉trial desi::gn ba:ckgrou:n:d an:d a:: [/] production:→"
M2,⌊a ha:h⌋ ↗
M1,+≈ enginee:ring ba:ckgrou:n:d like [/] peopl:e who study→ ∙hhhhh how you produ:c:e [/] goo:ds in manufa:cturing:°and° (0.2) . °and°fix: your: [/] your production techniques→ (0.4) ∙hhh ⌈and she does [/] ⌉ she ha:s like o:ne or two p:h_d::s→
M2,⌊oka:Y⌋ ↗
M1,+≈ I can't re⌈member⌉ →
M2,⌊ [STATIC] ⌋→
M1,"+≈ ∙hhhhhhh so:: [/] sh:e loo:ks at the sur:geon:s:, and the (0.4) an:d this: is really:: wei:r:d, ⁎you'd thin:k it wouldn't be but their: surgical instruments are basically ou:t of the (0.3) and they haven't cha:ng:ed for:: a hundred and fifty year:s:→ (0.5) ∙hhh and so: they:'re u:sing on:e li::ke→ ∙hhh you know on:e of the exa:mples she ha:d that was really→ horrible, it was really:: (0.2) dis:gra:ceful: [UNINTELLIGIBLE] that[/] i:t's ∙hhh i:s a: u:h nee:dle hol:der:⁎and you know they don't⁎- (0.2) they do:n't ho:ld the nee:dles with their ha:n:ds they ho:ld (0.4) h⌈hh⌉ ."
M2,⌊a h:a⌋ ↗
M1,+≈ but the needl:e hol:der: looks: li:ke a: sh:ort scis:sor:→ like the ki:nd of scissor: that you:'d (0.2) cut your nai:l:s ∙hhh so it's got a little short <bla::des> [?] but they're no:t
M2,hhh hhh hhh→
M1,+≈ ∙hh a:n:d i:t's go:t (0.4) on:e han:dl:e's long:er than the
M2,0 [% faint music: TV Is M2 even listening to M1]
M1,+≈ so you figure they put their thu::mb and their fing:er: through (0.5) do tha::t [!] ∙hh⌈h they⌉ do::n't [!]
M2,⌊mhm ⌋ ↗
M1,+≈ they don't put any finger through ei:ther of the ho::les: [!]
M2,⁎what d' they do:⁎ [!]
M1,"(0.5) ∙hhh the:y ta:ke the lo::ng han:dl:e→ (0.5) an:d the:y put (0.2) the:y ja::m their: little fin:ger:→ ∙hhh ri:ght abo:ve the ho:l:e, ri:ght abov:e the loo::p→ ∙hhh an:d the::y→ ∙hhh the:y put their: thu:m:b→ ∙hhh alo:ng:: the sma:ll han:dl:e→ (0.4) ⁎don't put their: thum:b through the ho:le ei:ther:⁎ . ∙hhh then they ta:ke their in:de:x finger: and the:y extend it ∙hhh to whe⌈r:e the s:⌉crew: i:s→"
M2,⌊<(o)kay:> [?] ⌋ ↗
M1,+≈ you kno:w the screw: that hol:ds ⌈<the two: par:ts> [?]
M2,⌊ri::ght⌋ ↗ yea::h ↗
M1,+≈ and they kin:d of li:ke→ ∙hhh gui::de the:: [/] the who:le thing: with their index fing:er ∙hhh⁎and they sort of hold it like a gu:n:⁎ .
M2,⁎oh I see yea:h okay no⌈::t⌉⁎-
M1,⌊(yeah)⌋ [!]
M2,"ye:a:h, ⌈okay⌉ →"
M1,"⌊with:⌋ their inde:x fing:er: s:tuck ou:t, and th[/] that's how ∙hhh bu:t [/] of: cour:se⁎because of the sha:pe of the thing::⁎ . [STATIC] ∙hhh they also: tur:n their: wri::sts: [/] li:ke [/]"
M2,⌈mhm⌉ .
M1,+≈ ∙hh⌊h an⌋:d ben:d their ba::cks: so that their°mm mm° ⌈hea:ds
M2,⌊hhh hhh hhh hhh⌋ [!]
M1,+≈ o:ver the pa:⌈tien:t⌉ .
M2,⌊ hhh ⌋ ⌈ hhh hhh hhh⌉→
M1,⌊∙hhh a⌋:n:d u::h (0.3) ⁎basically the whole po:stur:e's: just
M2,+≈ yea::h→
M1,and eh [/] the [/] their⁎these guys probably get carpel tunnel
M2,⌊ri⌋:ght ye⌈a:h⌉ [!]
M1,⌊horr:Ibl:e⌋ [!] +≈ ∙hhh the:y ha:d pi:ctures of how they were hol:ding them and it
M2,⌊hhh⌋→
M1,+≈ ∙hhhhhh my: go::⌈d:⌉ [!]
M2,⌊∙hhh⌋ hhh hhh hhh→
M1,+≈ ∙hh⁎so anyway she sai:d⁎ (.) I [/] en:[/] a:ll: sur:gical
M2,+≈ really→
M1,yeah→ ∙hhh so:: sh:e [/] (0.5) she [/] ⁎this is what she did⁎she: (0.9) ∙hhh she: ha:d→ ∙hhh fifty six thou::san:d fra:m:es of videota::pe→
M2,+≈ mhm↗
M1,+≈ f:rom tha:t she sele:cted three hundred and forty f:ra:m:es:→
M2,+≈ mhm↗
M1,+≈ ∙hhh u:h that bes:t represen:ted tha:t ga:ve her good sh:o:ts
M2,+≈ mhm→
M1,"+≈ ∙hhh so:: (0.2) then she: di:d, (0.7) for: thir:ty si:x she:: [/] she decided to redesi:gn thirty six in:strumen:ts→ ∙hhh for:: (0.4) generally for surgical instruments she did a ∙hhh so she looked at [/] you know where the surgical instruments and the rea:son they all look like scissors is→ +≈ ∙hhh because they were bar:ber:s, barbers were surgeons:→"
M2,+≈ o:h ri:ght that's: ri⌈:ght⌉ [!]
M1,⌊O:h⌋ →
M2,+≈ ∙hh ye⌈a:h⌉→
M1,⌊they⌋ all look like tha:t→ and ⌈they ha:ve⌉n't cha:ng:ed since eightee:n→ (0.3)
M2,⌊yea::h⌋→
M1,+≈ f:if:⌈ty eigh:t ⌉→
M2,⌊⁎that's incre⌋dible⁎ [!] ⁎I didn't know that⁎ [!]
M1,(0.3) yea:h→ ∙hhh a:⌈n:d⌉→
M2,⌊⁎thought there⌋ was a good rea:son for tha:t⁎ [!] ⌈you know hhh ∙hhh hhh hhh ⌉→
M1,⌊there is no good⁎[UNINTELLIGIBLE] good⁎⌋ rea:son:s: is that people are
M2,⌊yea⌋::h [!]
M1,+≈ tha:t's the reason f[/] nobody's done it befor:e→
M2,+≈ yea:h→
M1,so: (0.3) sh:e di:d pro:toty:pes::→ ∙hhh like for the nee:dl:e u::::h [/] the needle hol:der:↗
M2,"⌈aha:⌉, ↗"
M1,"+≈ h⌊hh⌋ she did like f:or:ty pro:toty:pes: of that → (0.7) pen:cil a [/] [UNINTELLIGIBLE] [/] she did a pa:per pro:toty:pe, where she"
M2,⌊ [STATIC] ⌋ . ri::ght [STATIC→]
M1,"+≈ and she a:nalyz:ed a:ll the ha:nd mo:vemen:ts, as a function of ∙hhh ergonomicists have this little (.) you kno:w (.) bi:o:metrical ∙hhh so: she:: [/] (0.5) drew:: a:ll the ha:nd movements on the"
M2,mh⌈m⌉ ↗
M1,⌊and⌋ for each prototy:pe that she was [/] we:ll→ ∙hhh for: ea:ch: (0.5) cla:ss: of pro:toty:pe that she was (0.2)
M2,ri::ght ↗
M1,and then she di:d (0.3) u::h [/] paper prototy:pes and took +≈ ∙hhh o:f [/] the:y [/] jus:t [/] ⁎ho:w you would hol:d it⁎with
M2,⌊ri:ght⌋ .
M1,+≈ ru:ler:s and ⁎coordinate⁎°spa:ce⁎so that you could⁎see: [/] you ∙hhh the:n she: di:d pla::sti:c (0.5) pro:toty:pes:→ the:n she did me:tal: pro:toty:pes:→ ∙hhh a::n:d (0.3) she: ha:d the: sur:geon:s:: [/] you know [/] pick ∙hhh⁎and of course the metal prototypes are desi::gned (.) based (0.5) ∙hhh a:nd so the sur:geons: trie:d those ou::t→ and they said hhh yea:h this is grea:t hhh you kno:w hhh le:t's (0.6) ∙hhh so then she goe::s to::- ∙hhh a:: [/] °⁎a [/] a [/] ⁎°manufacturer to a:naly::ze [/] ho:::w
M2,⌈mhm⌉→
M1,"⌊⁎and this⌋ is how they do it⁎ [!] ∙hhh they have mo::lds: (0.3) ⁎and⁎they pou:r the gu:nk into ∙hhh then they (0.2) take it out of mo::lds, and they have the:se ∙hhh an:d bending a:ll the pie:ces by ha::nd→"
M2,(0.3) mhm→
M1,"oka:y, so it's ba:sically a ha::n:d jo:::b ha:ndcra:fte:d→"
M2,⌈mhm⌉→
M1,⌊∙hh⌋hh so she redesi:gns the production: pro:ce:ss:→ ∙hhh to u:s:e strips of metal instea:::d→
M2,⌈mhm⌉ .
M1,"+≈ h⌊hh⌋ that can be be:n:t, (0.5) you know by a machi::ne ra⌈ther"
M2,⌊ri:ght⌋→ ri:ght [!]
M1,(0.4) a::nd uh [/] since she's using cutting strips of metal o:ff→ ⁎you know you can po:lish them and stuff you don't need to:: (0.4) h⌈hh⌉ .
M2,⌊yeah⌋→
M1,⁎so she redesi:gns the whole production pro:ce:ss for each of her ∙hhh a:nd the:n the:y're sort of li::ke [/] the companie:s were ∙hhh and she le:f:t [!] she left Eng:lan:d→
M2,oh: [!]
M1,[NOISE:CLICK] →
M2,(0.4) ⌈hh⌉→
M1,"⌊∙hh⌋h so: you know, she was do:ne° so she ⌈left°⌉ →"
M2,"⌊yea⌋:h, ri:ght→"
M1,"+≈ ⁎and she also did thi:s:, she did thi:s sa:me thi:ng:⁎→ (0.8) for li:ke other domai:n:s:→ ∙hhh she mea:sur::ed (0.9) people's she's from Brazi::l, (0.3) and (0.8) the s:i::z:e, the w[/], (0.2) the [UNINTELLIGIBLE] [/], she did ∙hhh of: five hundred pai:rs of f:ee:t→"
M2,(0.7) o⌈ka⌉:y→
M1,⌊a[/] ⌋ (0.3) and to do thi::s→ ∙hhh she had to desi::gn and bui:l:d hers:e::lf→ ∙hhh her ow:n mea:suring: sta:tion: that had thirty different
M2,+≈ h: hhh hhh [!] (0.6) ∙hh→
M1,+≈ 'ka:y→
M2,+≈ ∙hhh [!]
M1,"+≈ ∙hhh and she also took f:oo:tpri:nts, li:ke you know: o:[/] o:n ∙hhh⁎and she had to desi:gn her o:wn⁎pla:s:tic, (0.3) rubber:"
M2,+≈ ri:ght↗
M1,"+≈ ∙hhh a::nd u::h [/] so she mapped all of tha:t ou::t and she ∙hhh [UNINTELLIGIBLE] then sh:e we:nt to so:m:e [/] (0.3) some fa:ctory: an:d→ ∙hhh°who: [/] °a:nd re:desi::gned the:ir: sh:oe:, (0.2) k[/] you thei:r lea:ther: cutting pro:ce:ss so that they would sa:⌈ve mo:⌉re"
M2,⌊hh⌋ [!]
M1,⁎and they would⁎u:se le:ss: lea:ther:↗ h⌈hh⌉ .
M2,⌊mh⌋⌈m:⌉↗
M1,⌊and⌋ so: that→ ∙hhh ju::nior: lea:ther cu:tter::s wer:e as good as (0.6) ⁎you
M2,+≈ ri:ght ↗
M1,∙hhh⁎and so: now they're using this technique to make their⁎
M2,⌊wo⌋:w [!]
M1,"(0.3) a::nd u:::h⁎she did⁎ (0.3) li:ke, ha:[/] you know (0.2)"
M2,+≈ yea:h [!]
M1,(0.4) °yeah°→ °so it's just°to:tal: she's a total lunati:c [!]
M2,hhh hhh ⌈ hhh⌉ [!]
M1,⌊ba:⌋sicallyshe:'s li::ke→
M2,+≈ h hhh hhh hhh →
M1,(0.4) you know she's her ow:n vertically integrated
M2,⌊yea::h⌋ →
M1,corpora⌈tion⌉→
M2,"⌊ri⌋:ght, yea:h→"
M1,"⁎I don't know if they're going to hire her though but, it was just"
M2,+≈ hh h hhh hhh hhh [!] hhh ∙hhh [!]
M1,∙hhh⁎and she said she has a boo:k⁎ [!]
M2,(0.5) wo:w: [!]
M1,(0.3) °yeah°→
M2,in Brazi::l [!]
M1,⁎u:h no: actually it was writ[/] I don't know what it was written
M2,"⌊o:h, oka:y⌋ ."
M1,+≈ they were already on the [/] the second edition was already out
M2,+≈ aha→
M1,"∙hh°so°→ (0.2) 0 [% sharp click] → (0.6) ⁎°I don't know°I don't know if they're going to hi:re her,"
M2,"yea:h:, ri:ght→"
M1,Janice says hi:→
M2,"(0.5) oh (0.2) h: hhh hhh hi: [!] (0.7) ∙hhh Linda says hi: [!] 0 [% smiling tone to voice, faint laughter] ."
M1,tha:t's goo:d H⌈i: Lin:da:⌉[!]
M2,⌊hh hhh hhh hhh ⌋ (0.2) hhh hhh ∙hhh→ (0.5) actually u:m: (0.2) [CLICKS] I was going to go::: (0.5) to ⁎do you want to talk to Linda for a bit about your [/] poli:c:e⁎↗
M1,su⌈r:e⌉ [!]
M2,⌊pro:b⌋le:m ↗
M1,o:⌈:h yea::h⌉ [!]
M2,"⌊⁎she might actually have⌋ r:[/] u:::h⁎ [/], you know, ref:eren:ce ∙hhh⁎she could point you to or:⁎ (0.4) ⁎find out an answer for⁎ . h⌈hhhh⌉ ."
M1,"⌊o:h that would be good, yea:h⌋ [!]"
M2,+≈ ye:⌈s::⌉→
F1,⌊Canadian⌋ law ↗
M2,"not Canadian la:w American ⁎la:w [UNINTELLIGIBLE]⁎ it's [/] it's [% to F1] [!] ∙hhh here I'll put her o:n, and I'll be ⌈ri⌉ght ba:ck [% to M1] ."
M1,⌊[UNINTELLIGIBLE]⌋→ okay→
M2,+≈ okay hhh → 0 [% staticky] (2.) 0 [% phone clicking noises] .
F1,is this No:r:::m↗
M1,+≈ yea:h hi Linda [!]
F1,"+≈ hi:, how are ⌈hhh⌉ you::: [!]"
M1,"⌊pretty⌋ good, how are you:↗"
F1,+≈ ∙hhh what a surpri:::se [!] goo:⌈:d⌉ [!]
M1,⌊[UNINTELLIGIBLE]⌋→ (0.6) I'm using my: u:h f:ree: ca:ll from the Univer:sity of u:h
F1,o::⌈::h⌉ [!]
M1,⌊⁎did Lee⌋ tell you about that⁎↗
F1,(0.3) we:ll⁎he wrote me a little no::te⁎→
M1,yea:h→
F1,an::d (0.2) I uh [/] I gather that (0.2) it's a: (0.3)
M1,"⌊a⌋ [/] [CLICK] (0.2) yea:h, som:ething:, I thi:nk they're just"
F1,a:h ⌈y⌉ea::h↗
M1,⌊[UNINTELLIGIBLE]⌋-
F1,+≈ ∙hhhhhh how is everything::↗ you have [/] a ↓legal problem↗
M2,∙hhh → ⁎I would rather talk about the baby problem⁎⌈hhh hhh ⌉ .
M1,⌊↑o::h w⌋ell: the baby:'s co⌈ming along: fi:ne⌉ [!]
F1,⌊ hhh hhh ⌋→ ⌈grea::::t⌉ [!]
M1,"⌊he, Janice⌋ says that he ki:cks: a lo::t →"
F1,wo::::⌈:w⌉ [!]
M1,"⌊he tur:⌋ns arou::nd, and a:ll so:rts of stu::ff →"
F1,(0.4) °is i:t°→
M1,+≈ a:n:d u:::h→
F1,+≈ a da:ncer:: ↗ (0.5) m:h [!]
M1,(0.4) wha:t ↗
F1,he's a da:ncer: [!]
M1,"he i:s, yea::h [!] (0.3) yea:h, or a bo:xer or som:ething: [!]"
F1,mhh hhh hhh ⌈ hhh hhh°hhh hhh°⌉→
M1,⌊very a:cti:ve⌋ [!]
F1,h⌈hh⌉h→
M1,⌊°a°⌋→
F1,+≈ that's exci:ting:: [!]
M1,"°yea:h° [!] ⁎so do you want to ta:lk to her do you want to talk to Linda⁎↗ (0.7) 0 [% vague female voice in background] [UNINTELLIGIBLE], ⁎she wants to"
F1,"(0.3) o:h, grea::t [!]"
M1,"okay, hang on→ (2.) [STATIC→]"
F2,hi: how are you::↗
F1,"+≈ Ja:ni:ce, hi:::: [!]"
F2,+≈ what's your e:mai::l [!]
F1,(0.6) o:h [!] I go:t ↗ I got some messages [!] i:t's coo:ps:: [!] ⌈c@l o@l o@l ⌉ p@l s@l→
F2,⌊O:kay⌋→ o:kay: [!]
F1,at pi:tt e@l d@l u@l ↗
F2,oka:y→
F1,+≈ ∙hhh→
F2,+≈ I:'ll try::→
F1,⁎but I [/] ⁎I: hear::d (0.6) your new:::s ↗
F2,∙hhh ⌈yea::h⌉ [!]
F1,⌊second or⌋ thir:d ha:n:d hh ⌈ hhh ⌉ hhh hhh [!]
F2,⌊hh⌋ [!] ⌈∙hhhhh⌉→
F1,⌊∙hhhhh⌋ that's ex:citing:: [!]
F2,yeah: we'r:e very [/] yea::h we'r:e freaked ou:t a little bi:t→ we have (0.2) three and a ha:lf mo:re mo:n:th:s:→
F1,"wo::::w [!] th:a:t's sti:ll no:t, (0.3) very fa:r is ⌈i:t⌉ [!]"
F2,⌊I:⌋ kno:w it's: hh hh ⌈ hhh hhh⌉ [!]
F1,⌊hhh oh ⌋ ma:n [!]
F2,+≈ ∙hhh→
F1,⌈∙hhh⌉-
F2,"⌊I can:'t⌋ believe it [!] I was mis:erabl::e un:til: li::ke→ ∙hhh the la:st couple of wee:ks have been: goo:d, and up unti:l"
F1,physically:→
F2,(0.4) yea::h→
F1,⌈aha:⌉→
F2,"⌊I was rea⌋lly, I had really ba:d morning: sickne:ss →"
F1,"o::h, gee:: [!]"
F2,an::d u::m: then I just had all sorts of a:ches and pai::::ns:
F1,and now you're starting to get past that ⌈(tot)⌉ ↗
F2,"⌊ye::⌋a::h, yea:h but no:w li::ke- [STATIC] ∙hhh I've [/] been [/] the second trimester:'s supposed to (0.5) ∙hhh I'm going in: to the: u:h:→ ∙hhh thir:d tri:mes⌈ter in two: we⌉e::ks [!]"
F1,⌊oh hhh hhh hhh ⌋→
