turn_id,speaker,start,stop,utterance,prev_utterance,label
586,5ec8a23062738338f917576a,1183.64,1184.06,political.,"Yeah. Yeah. Yeah,",1
587,5f1f2cf5a441a30fa1b79b2d,1184.18,1186.46,whereabouts whereabouts in Italy? Where you think you've gone?,political.,2
588,5ec8a23062738338f917576a,1186.74,1187.39,So we were gonna,whereabouts whereabouts in Italy? Where you think you've gone?,1
589,5f1f2cf5a441a30fa1b79b2d,1187.24,1187.45,Okay.,So we were gonna,1
590,5ec8a23062738338f917576a,1187.4,1194.81,"go, my sister dances so she got into this like dance world cup thing in Milan. So",Okay.,2
591,5f1f2cf5a441a30fa1b79b2d,1194.64,1195.65,Yeah.,"go, my sister dances so she got into this like dance world cup thing in Milan. So",1
592,5ec8a23062738338f917576a,1194.81,1196.37,we're going to go there and then just travel,Yeah.,2
593,5f1f2cf5a441a30fa1b79b2d,1196.04,1196.54,Yeah.,we're going to go there and then just travel,1
594,5ec8a23062738338f917576a,1196.37,1199.07,around. I don't know.,Yeah.,2
595,5f1f2cf5a441a30fa1b79b2d,1198.34,1198.75,Uh huh.,around. I don't know.,1
596,5ec8a23062738338f917576a,1199.08,1202.82,"I'm honestly, I don't know too much about the geography. So I would really go",Uh huh.,2
597,5f1f2cf5a441a30fa1b79b2d,1202.74,1203.15,"Yeah,","I'm honestly, I don't know too much about the geography. So I would really go",1
598,5ec8a23062738338f917576a,1202.82,1204.25,anywhere. Obviously we're,"Yeah,",2
599,5f1f2cf5a441a30fa1b79b2d,1204.04,1204.46,true.,anywhere. Obviously we're,1
600,5ec8a23062738338f917576a,1204.25,1210.63,home and um I have a cousin who goes to med school in Italy so probably visit her where she goes.,true.,2
601,5f1f2cf5a441a30fa1b79b2d,1210.44,1211.06,Yeah.,home and um I have a cousin who goes to med school in Italy so probably visit her where she goes.,1
602,5ec8a23062738338f917576a,1210.85,1211.36,So,Yeah.,1
603,5f1f2cf5a441a30fa1b79b2d,1212.14,1219.97,"Oh yeah, I went, yeah, I went to Milan just for a day, it was like the last day about trip where you ended up in Milan.",So,2
604,5ec8a23062738338f917576a,1220.24,1220.66,Okay.,"Oh yeah, I went, yeah, I went to Milan just for a day, it was like the last day about trip where you ended up in Milan.",1
605,5f1f2cf5a441a30fa1b79b2d,1220.54,1233.46,Um and it's like right up the north of Italy um It's like where the border with the border between Italy and I think Switzerland is like the swiss alps run across the top.,Okay.,2
606,5ec8a23062738338f917576a,1233.94,1234.56,Okay.,Um and it's like right up the north of Italy um It's like where the border with the border between Italy and I think Switzerland is like the swiss alps run across the top.,1
607,5f1f2cf5a441a30fa1b79b2d,1234.94,1236.49,"Yes, so Milan's beautiful, like",Okay.,2
608,5ec8a23062738338f917576a,1236.44,1237.06,Oh,"Yes, so Milan's beautiful, like",1
609,5f1f2cf5a441a30fa1b79b2d,1236.49,1237.94,you have the mountains in the back,Oh,2
610,5ec8a23062738338f917576a,1237.64,1238.44,yeah.,you have the mountains in the back,1
611,5f1f2cf5a441a30fa1b79b2d,1237.95,1238.36,of the back.,yeah.,1
612,5ec8a23062738338f917576a,1239.14,1239.74,Mm,of the back.,1
613,5f1f2cf5a441a30fa1b79b2d,1239.24,1240.82,"Yes, very",Mm,1
614,5ec8a23062738338f917576a,1240.74,1241.65,But,"Yes, very",3
615,5f1f2cf5a441a30fa1b79b2d,1240.82,1241.17,cool.,But,1
616,5ec8a23062738338f917576a,1241.65,1244.87,I think like was it around Milan where,cool.,2
617,5f1f2cf5a441a30fa1b79b2d,1244.44,1244.77,Mhm.,I think like was it around Milan where,1
618,5ec8a23062738338f917576a,1244.88,1245.63,the outbreak,Mhm.,3
619,5f1f2cf5a441a30fa1b79b2d,1245.24,1245.45,Mhm.,the outbreak,1
620,5ec8a23062738338f917576a,1245.63,1247.56,"happened? I think it was,",Mhm.,2
621,5f1f2cf5a441a30fa1b79b2d,1247.84,1249.55,I uh,"happened? I think it was,",1
622,5ec8a23062738338f917576a,1248.94,1257.45,"would you? So ironic because I can't remember where it was but I just remember knowing seeing like exactly where we're supposed to go, that's where the first",I uh,2
623,5f1f2cf5a441a30fa1b79b2d,1257.34,1257.66,Oh,"would you? So ironic because I can't remember where it was but I just remember knowing seeing like exactly where we're supposed to go, that's where the first",1
624,5ec8a23062738338f917576a,1257.45,1257.78,area,Oh,3
625,5f1f2cf5a441a30fa1b79b2d,1257.67,1258.17,yeah.,area,1
626,5ec8a23062738338f917576a,1257.78,1260.06,"was shut down and I was like, wow, they really hate",yeah.,2
627,5f1f2cf5a441a30fa1b79b2d,1259.94,1260.27,Mhm.,"was shut down and I was like, wow, they really hate",1
628,5ec8a23062738338f917576a,1260.06,1261.65,me.,Mhm.,1
629,5f1f2cf5a441a30fa1b79b2d,1261.54,1262.18,They're,me.,1
630,5ec8a23062738338f917576a,1261.66,1262.49,We'll go,They're,1
631,5f1f2cf5a441a30fa1b79b2d,1262.18,1263.06,all,We'll go,1
632,5ec8a23062738338f917576a,1262.49,1263.36,to your old,all,3
633,5f1f2cf5a441a30fa1b79b2d,1264.04,1264.54,"yeah,",to your old,1
634,5ec8a23062738338f917576a,1264.59,1267.22,someday. I will. But,"yeah,",2
635,5f1f2cf5a441a30fa1b79b2d,1266.84,1267.34,"Yeah,",someday. I will. But,1
636,5ec8a23062738338f917576a,1267.23,1267.55,um,"Yeah,",1
637,5f1f2cf5a441a30fa1b79b2d,1267.35,1268.51,sure it's,um,1
638,5ec8a23062738338f917576a,1268.14,1268.46,yeah.,sure it's,1
639,5f1f2cf5a441a30fa1b79b2d,1268.51,1271.16,"a it's a really, really cool place um",yeah.,2
640,5ec8a23062738338f917576a,1271.04,1271.27,Okay.,"a it's a really, really cool place um",1
641,5f1f2cf5a441a30fa1b79b2d,1271.54,1281.04,"particularly a bit further south, like um I like just south of Milan, I really like Florence. Um It's",Okay.,2
642,5ec8a23062738338f917576a,1280.74,1280.95,Two,"particularly a bit further south, like um I like just south of Milan, I really like Florence. Um It's",1
643,5f1f2cf5a441a30fa1b79b2d,1281.05,1288.2,"I think it's like a I'm not sure it's cool, like a bit of province or it's okay territory, I think it's a province",Two,2
644,5ec8a23062738338f917576a,1287.94,1288.17,Yeah.,"I think it's like a I'm not sure it's cool, like a bit of province or it's okay territory, I think it's a province",1
645,5f1f2cf5a441a30fa1b79b2d,1288.21,1296.43,"and I think it's north of right and it's beautiful, beautiful country like",Yeah.,2
646,5ec8a23062738338f917576a,1296.04,1296.36,Yes.,"and I think it's north of right and it's beautiful, beautiful country like",1
647,5f1f2cf5a441a30fa1b79b2d,1296.43,1299.06,countries I think Tuscany is in Florence,Yes.,2
648,5ec8a23062738338f917576a,1299.34,1300.27,Are,countries I think Tuscany is in Florence,1
649,5f1f2cf5a441a30fa1b79b2d,1299.64,1300.69,um and that's,Are,1
650,5ec8a23062738338f917576a,1300.64,1301.3,do,um and that's,1
651,5f1f2cf5a441a30fa1b79b2d,1300.69,1301.05,like,do,1
652,5ec8a23062738338f917576a,1301.3,1305.32,"you know that like cliffside city? That's, I think it's like sink.",like,2
653,5f1f2cf5a441a30fa1b79b2d,1305.14,1305.34,"yeah,","you know that like cliffside city? That's, I think it's like sink.",1
654,5ec8a23062738338f917576a,1305.33,1308.17,Tehran probably saying that wrong. But,"yeah,",2
655,5f1f2cf5a441a30fa1b79b2d,1307.94,1309.56,the inca terra,Tehran probably saying that wrong. But,1
656,5ec8a23062738338f917576a,1309.34,1310.17,"yeah, that,",the inca terra,1
657,5f1f2cf5a441a30fa1b79b2d,1310.24,1310.95,yeah.,"yeah, that,",1
658,5ec8a23062738338f917576a,1310.94,1314.32,that's okay. That was one place I was planning to go to because it used,yeah.,2
659,5f1f2cf5a441a30fa1b79b2d,1314.24,1314.56,Uh huh.,that's okay. That was one place I was planning to go to because it used,1
660,5ec8a23062738338f917576a,1314.32,1317.87,to be when I was like a kid that used to be my desktop background because I saw,Uh huh.,2
661,5f1f2cf5a441a30fa1b79b2d,1317.64,1318.06,Mhm.,to be when I was like a kid that used to be my desktop background because I saw,1
662,5ec8a23062738338f917576a,1317.88,1325.78,"a picture on like tumbler and I was like, that's so pretty and made up my desktop background. I had no idea where it was until recently when someone told",Mhm.,2
663,5f1f2cf5a441a30fa1b79b2d,1325.74,1326.06,One,"a picture on like tumbler and I was like, that's so pretty and made up my desktop background. I had no idea where it was until recently when someone told",1
664,5ec8a23062738338f917576a,1325.78,1327.09,me and,One,1
665,5f1f2cf5a441a30fa1b79b2d,1326.74,1327.27,Right?,me and,1
666,5ec8a23062738338f917576a,1327.1,1328.67,I need to go there.,Right?,2
667,5f1f2cf5a441a30fa1b79b2d,1328.84,1329.81,Yeah. Yeah.,I need to go there.,1
668,5ec8a23062738338f917576a,1329.64,1329.88,They,Yeah. Yeah.,1
669,5f1f2cf5a441a30fa1b79b2d,1329.82,1330.74,"Yeah,",They,1
670,5ec8a23062738338f917576a,1329.89,1330.27,are.,"Yeah,",1
671,5f1f2cf5a441a30fa1b79b2d,1330.75,1334.96,"I think there's like five, it's like five pills that you can walk.",are.,2
672,5ec8a23062738338f917576a,1335.14,1336.25,Yeah. Yeah.,"I think there's like five, it's like five pills that you can walk.",1
673,5f1f2cf5a441a30fa1b79b2d,1336.14,1336.87,Then,Yeah. Yeah.,1
674,5ec8a23062738338f917576a,1336.63,1337.45,That,Then,1
675,5f1f2cf5a441a30fa1b79b2d,1336.87,1339.32,it's like a little little towns in between,That,2
676,5ec8a23062738338f917576a,1339.14,1339.56,right.,it's like a little little towns in between,1
677,5f1f2cf5a441a30fa1b79b2d,1339.32,1339.86,them I think.,right.,1
678,5ec8a23062738338f917576a,1340.14,1340.67,Yeah.,them I think.,1
679,5f1f2cf5a441a30fa1b79b2d,1341.04,1342.81,"Um Yeah, it looks beautiful.",Yeah.,1
680,5ec8a23062738338f917576a,1342.44,1343.4,What's more,"Um Yeah, it looks beautiful.",1
681,5f1f2cf5a441a30fa1b79b2d,1342.81,1343.41,I just,What's more,1
682,5ec8a23062738338f917576a,1343.4,1343.76,"than,",I just,1
683,5f1f2cf5a441a30fa1b79b2d,1343.42,1345.66,I think so. I haven't actually been.,"than,",2
684,5ec8a23062738338f917576a,1345.84,1347.43,Yeah. But,I think so. I haven't actually been.,1
685,5f1f2cf5a441a30fa1b79b2d,1346.94,1347.26,Yeah.,Yeah. But,1
686,5ec8a23062738338f917576a,1347.7,1348.26,yeah.,Yeah.,1
687,5f1f2cf5a441a30fa1b79b2d,1348.74,1349.75,Yeah.,yeah.,1
688,5ec8a23062738338f917576a,1349.74,1350.45,Yeah.,Yeah.,1
689,5f1f2cf5a441a30fa1b79b2d,1350.24,1353.36,"Yeah. Grace, Grace is awesome as well. Um",Yeah.,1
690,5ec8a23062738338f917576a,1353.34,1353.85,Okay.,"Yeah. Grace, Grace is awesome as well. Um",1
691,5f1f2cf5a441a30fa1b79b2d,1354.34,1369.26,"Really like, I don't know if you know much about three, so I don't know too much but um their economy is like really just like down in the dumps. So like anything of Greece when I think of Greece I think of their history and like",Okay.,2
692,5ec8a23062738338f917576a,1369.04,1369.67,Mm hmm.,"Really like, I don't know if you know much about three, so I don't know too much but um their economy is like really just like down in the dumps. So like anything of Greece when I think of Greece I think of their history and like",1
693,5f1f2cf5a441a30fa1b79b2d,1369.64,1371.21,the ancient Greeks and,Mm hmm.,1
694,5ec8a23062738338f917576a,1371.04,1371.51,Right.,the ancient Greeks and,1
695,5f1f2cf5a441a30fa1b79b2d,1371.22,1371.52,um,Right.,1
696,5ec8a23062738338f917576a,1371.52,1371.84,Yeah.,um,1
697,5f1f2cf5a441a30fa1b79b2d,1371.53,1373.59,like like democracy,Yeah.,1
698,5ec8a23062738338f917576a,1373.24,1373.45,"Look,",like like democracy,1
699,5f1f2cf5a441a30fa1b79b2d,1373.59,1380.02,and um philosophy and you think of it as kind of like being this,"Look,",2
700,5ec8a23062738338f917576a,1379.74,1379.94,Yeah.,and um philosophy and you think of it as kind of like being this,1
701,5f1f2cf5a441a30fa1b79b2d,1380.03,1383.31,ancient golden spot. But,Yeah.,2
702,5ec8a23062738338f917576a,1383.14,1383.35,Mhm.,ancient golden spot. But,1
703,5f1f2cf5a441a30fa1b79b2d,1383.31,1385.83,then when you go there it's like especially,Mhm.,2
704,5ec8a23062738338f917576a,1384.74,1384.94,Yeah.,then when you go there it's like especially,1
705,5f1f2cf5a441a30fa1b79b2d,1385.83,1393.92,Athens which is where we went there so run down like abandoned buildings everywhere like while,Yeah.,2
706,5ec8a23062738338f917576a,1393.84,1394.17,"Well,",Athens which is where we went there so run down like abandoned buildings everywhere like while,1
707,5f1f2cf5a441a30fa1b79b2d,1393.93,1398.06,wild dogs running around totally different kind of,"Well,",2
708,5ec8a23062738338f917576a,1397.74,1398.67,Oh wow.,wild dogs running around totally different kind of,1
709,5f1f2cf5a441a30fa1b79b2d,1398.54,1403.87,"city life. But then if you are in the country and like look at the temples and the ruins, then it's",Oh wow.,2
710,5ec8a23062738338f917576a,1403.74,1403.94,Yeah.,"city life. But then if you are in the country and like look at the temples and the ruins, then it's",1
711,5f1f2cf5a441a30fa1b79b2d,1403.87,1404.86,then it's amazing.,Yeah.,1
712,5ec8a23062738338f917576a,1405.24,1407.0,"Okay, interesting. Yeah, I didn't",then it's amazing.,1
713,5f1f2cf5a441a30fa1b79b2d,1406.84,1407.34,Yeah.,"Okay, interesting. Yeah, I didn't",1
714,5ec8a23062738338f917576a,1407.0,1415.36,"know about that I guess. Yeah. I've never, like, I think I probably learned about ancient Greece but definitely not like anything about the modern times.",Yeah.,2
715,5f1f2cf5a441a30fa1b79b2d,1415.94,1418.76,Yeah. Their economies like so bad.,"know about that I guess. Yeah. I've never, like, I think I probably learned about ancient Greece but definitely not like anything about the modern times.",1
716,5ec8a23062738338f917576a,1418.04,1418.67,Mhm.,Yeah. Their economies like so bad.,1
717,5f1f2cf5a441a30fa1b79b2d,1419.14,1420.27,Yeah.,Mhm.,1
718,5ec8a23062738338f917576a,1419.44,1420.36,What?,Yeah.,1
719,5f1f2cf5a441a30fa1b79b2d,1420.74,1425.24,Um Yeah. So if you do what agrees go to it for like the ancient sites,What?,1
720,5ec8a23062738338f917576a,1425.14,1425.34,Yeah.,Um Yeah. So if you do what agrees go to it for like the ancient sites,1
721,5f1f2cf5a441a30fa1b79b2d,1425.25,1425.86,and like,Yeah.,1
722,5ec8a23062738338f917576a,1425.74,1426.27,Okay.,and like,1
723,5f1f2cf5a441a30fa1b79b2d,1426.24,1430.16,the landscape. Yeah. Because they are beautiful like all the old temples.,Okay.,2
724,5ec8a23062738338f917576a,1430.14,1430.42,It,the landscape. Yeah. Because they are beautiful like all the old temples.,1
725,5f1f2cf5a441a30fa1b79b2d,1430.17,1430.67,Um,It,1
726,5ec8a23062738338f917576a,1430.43,1430.77,is.,Um,1
727,5f1f2cf5a441a30fa1b79b2d,1431.54,1435.53,God I don't think you will find much in the way of city,is.,2
728,5ec8a23062738338f917576a,1435.24,1435.45,Mhm.,God I don't think you will find much in the way of city,1
729,5f1f2cf5a441a30fa1b79b2d,1435.53,1436.26,life.,Mhm.,1
730,5ec8a23062738338f917576a,1436.34,1443.57,"Right. It's so crazy to me that like in europe you can be driving for a couple hours and be in another country, whereas he",life.,2
731,5f1f2cf5a441a30fa1b79b2d,1443.34,1443.75,Yeah.,"Right. It's so crazy to me that like in europe you can be driving for a couple hours and be in another country, whereas he",1
732,5ec8a23062738338f917576a,1443.58,1447.17,drive for a few hours and you're like in the middle of nowhere.,Yeah.,2
733,5f1f2cf5a441a30fa1b79b2d,1446.14,1448.2,And yeah.,drive for a few hours and you're like in the middle of nowhere.,1
734,5ec8a23062738338f917576a,1447.54,1448.24,I,And yeah.,1
735,5f1f2cf5a441a30fa1b79b2d,1448.21,1448.77,And,I,1
736,5ec8a23062738338f917576a,1448.25,1450.06,would never mcdonald,And,1
737,5f1f2cf5a441a30fa1b79b2d,1450.24,1453.33,yeah.,would never mcdonald,1
738,5ec8a23062738338f917576a,1451.04,1453.36,one. But,yeah.,1
739,5f1f2cf5a441a30fa1b79b2d,1453.34,1455.06,In the same state often that,one. But,2
740,5ec8a23062738338f917576a,1455.14,1457.13,"Oh yeah, yeah, sure.",In the same state often that,1
741,5f1f2cf5a441a30fa1b79b2d,1456.94,1457.44,Yeah.,"Oh yeah, yeah, sure.",1
742,5ec8a23062738338f917576a,1457.14,1460.86,Especially if you like live in florida or California or something.,Yeah.,2
743,5f1f2cf5a441a30fa1b79b2d,1461.04,1462.31,Yeah.,Especially if you like live in florida or California or something.,1
744,5ec8a23062738338f917576a,1461.74,1462.36,Right.,Yeah.,1
745,5f1f2cf5a441a30fa1b79b2d,1462.32,1466.56,And me out of Rhode island and in an hour,Right.,2
746,5ec8a23062738338f917576a,1465.94,1467.11,Okay. Word islands,And me out of Rhode island and in an hour,1
747,5f1f2cf5a441a30fa1b79b2d,1466.94,1467.27,"Right,",Okay. Word islands,1
748,5ec8a23062738338f917576a,1467.12,1467.51,is not,"Right,",1
749,5f1f2cf5a441a30fa1b79b2d,1467.48,1467.96,okay.,is not,1
750,5ec8a23062738338f917576a,1467.51,1470.35,the smallest or is it Delaware? No Rhode island's the smallest.,okay.,2
751,5f1f2cf5a441a30fa1b79b2d,1470.14,1471.27,Right on lost.,the smallest or is it Delaware? No Rhode island's the smallest.,1
752,5ec8a23062738338f917576a,1470.84,1471.17,Okay.,Right on lost.,1
753,5f1f2cf5a441a30fa1b79b2d,1471.27,1471.54,Yeah.,Okay.,1
754,5ec8a23062738338f917576a,1471.64,1472.86,Yeah.,Yeah.,1
755,5f1f2cf5a441a30fa1b79b2d,1472.74,1475.26,It's tiny. Yeah.,Yeah.,1
756,5ec8a23062738338f917576a,1474.74,1479.27,Yeah. That's that's probably like the size of some of the countries in your.,It's tiny. Yeah.,2
757,5f1f2cf5a441a30fa1b79b2d,1479.54,1480.46,Yeah.,Yeah. That's that's probably like the size of some of the countries in your.,1
758,5ec8a23062738338f917576a,1479.64,1481.77,"Oh right,",Yeah.,1
759,5f1f2cf5a441a30fa1b79b2d,1481.54,1486.66,"Yeah, pushing off those tiny ones I think like like Luxembourg and","Oh right,",3
760,5ec8a23062738338f917576a,1487.14,1487.38,I'll,"Yeah, pushing off those tiny ones I think like like Luxembourg and",1
761,5f1f2cf5a441a30fa1b79b2d,1487.24,1487.59,or like,I'll,1
762,5ec8a23062738338f917576a,1487.39,1487.96,be right.,or like,1
763,5f1f2cf5a441a30fa1b79b2d,1487.6,1491.47,"Liechtenstein or something. Like the one, the weird ones that you never hear of like",be right.,2
764,5ec8a23062738338f917576a,1490.94,1491.77,Yeah.,"Liechtenstein or something. Like the one, the weird ones that you never hear of like",1
765,5f1f2cf5a441a30fa1b79b2d,1491.48,1494.05,the high in the tiny countries.,Yeah.,1
766,5ec8a23062738338f917576a,1493.64,1499.22,Yeah. I remember reading about Luxembourg and it was like the richest per capita or something and I was like,the high in the tiny countries.,2
767,5f1f2cf5a441a30fa1b79b2d,1498.74,1499.13,Oh it is,Yeah. I remember reading about Luxembourg and it was like the richest per capita or something and I was like,1
768,5ec8a23062738338f917576a,1499.23,1503.37,whoa! At a certain point probably now it's different but I was,Oh it is,2
769,5f1f2cf5a441a30fa1b79b2d,1503.34,1503.76,right.,whoa! At a certain point probably now it's different but I was,1
770,5ec8a23062738338f917576a,1503.37,1505.57,like years ago and I was,right.,2
771,5f1f2cf5a441a30fa1b79b2d,1505.54,1505.95,Yeah.,like years ago and I was,1
772,5ec8a23062738338f917576a,1505.57,1507.67,"like, oh my God, what they have there?",Yeah.,2
773,5f1f2cf5a441a30fa1b79b2d,1508.44,1508.94,Yeah.,"like, oh my God, what they have there?",1
774,5ec8a23062738338f917576a,1508.64,1508.85,Oh,Yeah.,1
775,5f1f2cf5a441a30fa1b79b2d,1508.94,1510.86,I don't know what that was.,Oh,1
776,5ec8a23062738338f917576a,1511.44,1511.94,yeah.,I don't know what that was.,1
777,5f1f2cf5a441a30fa1b79b2d,1512.54,1517.17,"They're not really, I can't think of anything that particularly known for. Yeah.",yeah.,1
778,5ec8a23062738338f917576a,1517.24,1519.82,"Yeah, that's all I know about it. Is that one thing","They're not really, I can't think of anything that particularly known for. Yeah.",1
779,5f1f2cf5a441a30fa1b79b2d,1519.74,1519.94,Yeah.,"Yeah, that's all I know about it. Is that one thing",1
780,5ec8a23062738338f917576a,1519.82,1523.73,"I read in like my textbook in like 8th grade, so",Yeah.,2
781,5f1f2cf5a441a30fa1b79b2d,1523.34,1523.54,"Yeah,","I read in like my textbook in like 8th grade, so",1
782,5ec8a23062738338f917576a,1523.74,1526.39,probably nobody. Okay. I think,"Yeah,",1
783,5f1f2cf5a441a30fa1b79b2d,1526.24,1526.65,Yeah.,probably nobody. Okay. I think,1
784,5ec8a23062738338f917576a,1526.39,1528.84,we're 25 minutes. But,Yeah.,1
785,5f1f2cf5a441a30fa1b79b2d,1528.64,1529.45,Uh,we're 25 minutes. But,1
786,5ec8a23062738338f917576a,1528.84,1530.79,it was good to meet you. Yeah.,Uh,1
787,5f1f2cf5a441a30fa1b79b2d,1530.24,1530.98,That's very,it was good to meet you. Yeah.,1
788,5ec8a23062738338f917576a,1530.8,1531.11,I hope,That's very,1
789,5f1f2cf5a441a30fa1b79b2d,1530.99,1531.35,"good,",I hope,1
790,5ec8a23062738338f917576a,1531.11,1534.55,you get settled in at your new apartment and everything. But,"good,",2
791,5f1f2cf5a441a30fa1b79b2d,1534.44,1535.77,"thank you very much,",you get settled in at your new apartment and everything. But,1
792,5ec8a23062738338f917576a,1535.24,1535.92,thanks to me,"thank you very much,",1
793,5f1f2cf5a441a30fa1b79b2d,1535.78,1536.45,"yeah,",thanks to me,1
794,5ec8a23062738338f917576a,1535.93,1536.56,all right.,"yeah,",1
