turn_id,speaker,start,stop,utterance,interval,delta,questions,end_question,overlap,n_words,kept_reason,source_rows
430,5de79e713cf27970edc23950,1033.24,1035.77,It's not right. Not good.,-0.8099999999999454,2.5299999999999727,0,False,True,6,heuristic:content,[430]
432,5de79e713cf27970edc23950,1037.24,1048.77,But we're getting so many mixed messages from like the government and you nobody can get along so people don't know what to do.,0.6800000000000637,5.4500000000000455,0,False,False,26,heuristic:content,"[432, 436]"
437,5cf942378da406000127871f,1048.74,1062.93,"Uh huh Yeah, I don't like, I know the president wants to open up churches. I'm like, I mean I would love to go to church again, but it's it's not safe especially because like I'm a part of like kind of a big church.",-0.0299999999999727,14.190000000000056,0,False,True,50,heuristic:content,[437]
440,5de79e713cf27970edc23950,1063.14,1064.06,Mm hmm.,-0.5199999999999818,0.9199999999998454,0,False,True,2,heuristic:short-content,[440]
441,5cf942378da406000127871f,1064.34,1072.17,"like as soon as this thing started coming into shape, it was like, you know, the church isn't online now, I could just live stream in it.",0.2799999999999727,7.830000000000155,0,False,False,28,heuristic:content,[441]
442,5de79e713cf27970edc23950,1072.84,1108.46,"Yeah. I know. My church has already made the decision to hold off at least until july because it's like, how are you going to really work that be like, oh, we're open. But less than half of you can come like, what do you have a sign up sheet? Like, okay, you can come this week and you can come the next week and my church is super old. It's actually the second oldest church in the entire nation. And a lot of the people that go there look like they've been there sensitively. Like we have a very large elderly population. So I already feel scared like how many people are not going to be there when we go back.",0.6699999999998454,0.4800000000000182,0,False,False,126,heuristic:short-content,"[442, 444, 446, 448, 450, 452, 454, 456, 458, 460, 462]"
463,5cf942378da406000127871f,1108.84,1109.95,Oh man.,0.3799999999998817,1.110000000000127,0,False,False,2,heuristic:short-content,[463]
464,5de79e713cf27970edc23950,1109.54,1112.56,"You know, like there are so many really old people at the church.",-0.4100000000000818,1.1300000000001091,0,False,True,13,heuristic:content,"[464, 466]"
468,5de79e713cf27970edc23950,1113.44,1126.67,"So there's, they can't figure that out. How are they going to work that out? They can't keep people six ft away the whole time. Like that would, it just wouldn't work. So I guess on a nice day people could do outside.",-0.2300000000000182,3.679999999999836,1,False,True,47,heuristic:content,"[468, 470, 472]"
473,5cf942378da406000127871f,1127.74,1143.17,"Yeah. I think my parents friends said that they wanted to do that because they have like a backyard, they could put it in, but it's just like that's gonna work when the weather's nice. You still have this in the fall, I don't know what you guys do.",1.0699999999999363,10.1099999999999,0,False,False,54,heuristic:content,"[473, 475]"
476,5de79e713cf27970edc23950,1141.74,1150.16,"Yeah. With, with everybody's six ft apart, you're gonna need like quite the Yeah, it's just tough.",-1.4300000000000637,3.1400000000001,0,False,True,21,heuristic:content,"[476, 478, 482]"
486,5de79e713cf27970edc23950,1155.06,1157.06,type of work were you doing before?,0.1199999999998908,2.0,1,True,False,7,heuristic:content,[486]
487,5cf942378da406000127871f,1157.04,1162.77,Well I was working at the box office in the bar at the improv theater.,-0.0199999999999818,2.759999999999991,0,False,True,15,heuristic:content,"[487, 489]"
490,5de79e713cf27970edc23950,1162.74,1164.17,"Oh nice, that's",-0.0299999999999727,1.4300000000000637,0,False,True,4,heuristic:content,[490]
493,5cf942378da406000127871f,1165.04,1227.91,"I guess now there was a joke that like we're not like a lot of the most popular improv theater in new york city, like the magnet theater because um under what was it called? I'm so used to calling you C. B. Under underground citizens brigade was like the big one, it was like the Harvard of improv and and they closed because and I guess as soon as this thing came into action, the magnet theater automatically went online. And like if you have a dollar or two, you can donate to the theater blah blah UCB did none of that. So I fired all their employees. And then like a month ago we heard that they just closed. Yeah, they have been like they moved to a larger theater in Manhattan, like in a more expensive neighborhood. So it was, it was already was like, it was not very wise.",0.2699999999999818,20.519999999999985,1,False,False,155,heuristic:content,"[493, 495, 497, 499, 501, 503, 505]"
507,5cf942378da406000127871f,1228.64,1242.86,We've got people were saying that. So it was not what's not all those people will be coming to Magna Theater when it's we opened up and they have online classes too. So like I'm getting some money.,0.1900000000000545,8.709999999999809,0,False,False,42,heuristic:content,"[507, 509, 511]"
512,5de79e713cf27970edc23950,1242.94,1281.96,"Right. Yeah, a lot of businesses I know it just shut down completely, they're not planning to reopen because they can't and although even the restaurants like they're trying to open restaurants at like 40% capacity, that's not going to work because the, you know like the waiters and waitresses won't make enough tips, you know? And the whole restaurant like as far not that I know restaurant business but as far as I do know like you need that business and money to constantly flow in to keep paying your people and by the meat and all that and I don't know how any of that is going to work plus you can't eat with a face mask on",0.0800000000001546,5.940000000000055,0,False,False,127,heuristic:content,"[512, 514, 516, 518, 520, 522, 524, 526, 528, 530]"
531,5cf942378da406000127871f,1282.34,1283.86,"No, you really can't",0.3799999999998817,1.5199999999999818,0,False,False,5,heuristic:content,[531]
532,5de79e713cf27970edc23950,1283.94,1286.06,so I don't know what people are going to count.,0.0800000000001546,1.3699999999998909,0,False,False,11,heuristic:content,"[532, 534, 536]"
537,5cf942378da406000127871f,1285.63,1291.76,cream truck going by and it's just like who's buying ice cream?,-0.4299999999998363,1.6299999999998818,0,False,True,14,heuristic:content,"[537, 539]"
540,5de79e713cf27970edc23950,1291.14,1297.27,"Yeah. Oh no. Yeah. Yes. They're just hoping somebody will be out there,",-0.6199999999998909,6.129999999999882,0,False,True,14,heuristic:content,[540]
541,5cf942378da406000127871f,1297.04,1308.55,"Yeah, I guess I guess you're like, you buy, they can buy a milkshake and like take it inside your house. Like I don't really get it",-0.2300000000000182,1.150000000000091,0,False,True,29,heuristic:short-content,"[541, 543, 545]"
546,5de79e713cf27970edc23950,1308.84,1343.46,"it's weird what is and isn't in stock at the grocery store, it's like every week there's like no froze, like there's no frozen pizza, there's no like frozen french fries, but there's always plenty of bread. So it's weird. It's like they keep restocking the bread. I haven't seen one roll of toilet paper at stop and shop in two months, so I don't know where it's going. It's weird because I was in boston um and went into Walgreens and they had tons of toilet paper, but out here, which is considered like a little suburban town, there's",0.2899999999999636,0.6900000000000546,0,False,False,114,heuristic:content,"[546, 548, 550, 552, 554, 556, 558, 560, 562, 564]"
567,5cf942378da406000127871f,1343.64,1345.96,hmm. Oh wow.,-0.8199999999999363,2.3199999999999363,0,False,True,3,heuristic:content,[567]
568,5de79e713cf27970edc23950,1345.64,1348.85,I would think it would be the opposite. But I don't know.,-0.3199999999999363,3.209999999999809,0,False,True,13,heuristic:content,[568]
569,5cf942378da406000127871f,1350.14,1366.86,"I was wondering why people were buying so many toilet paper rolls. And then I remember a few weeks ago I started saying like this whole trend like people are trying to like get their dogs to jump over the large amount of toilet paper rolls. Like, okay, that's when you guys are doing with Get your dog to do tricks.",1.290000000000191,13.149999999999864,0,False,False,62,heuristic:content,"[569, 573]"
574,5de79e713cf27970edc23950,1367.44,1395.05,mm Most stores seem to have a limit now like to two packages of whatever paper product at a time and all the stores. The change that you know that the hours are all changed when we go to the grocery store like you have you go in one door and then there are the little arrows on the floor that you're supposed to follow and I always have somebody else like with no mask talking right in my face going the wrong way. I'm,0.5800000000001546,4.619999999999891,0,False,False,87,heuristic:content,"[574, 576, 578, 580, 582, 584]"
587,5cf942378da406000127871f,1395.43,1398.36,"yeah, it's terrible.",-0.7400000000000091,2.9299999999998363,0,False,True,4,heuristic:content,[587]
592,5de79e713cf27970edc23950,1400.54,1409.66,that's the weird thing that you're seeing about like America you know land of the free and ridiculous because we're so free here which is so wonderful.,-0.1200000000001182,6.720000000000027,0,False,True,30,heuristic:content,"[592, 594]"
596,5de79e713cf27970edc23950,1410.44,1426.67,"Citizens are like we're gonna do what I want to do, I'm not gonna listen to you. Whereas in other countries that normally those are not places you want to live that are like very totalitarian and all that. Like they locked it down that everybody listened and now they're good so",-0.0199999999999818,3.1099999999999,0,False,True,57,heuristic:content,"[596, 598, 600, 602, 604]"
605,5cf942378da406000127871f,1426.24,1432.26,Yeah. Greenland had 11 cases. That's it. 11 cases. They all survived.,-0.4300000000000636,2.930000000000064,0,False,True,13,heuristic:content,"[605, 607]"
609,5cf942378da406000127871f,1432.94,1436.66,"They don't, why can't we do that?",-0.7100000000000364,0.5099999999999909,0,False,True,9,heuristic:content,"[609, 611]"
614,5de79e713cf27970edc23950,1437.52,1449.77,"I know yeah like places like Singapore, like they shut everything down, nobody left their house for two weeks. Everybody listened. Nobody complained. They have like three deaths and nothing's come back. Since then",-0.1300000000001091,8.650000000000091,0,False,True,35,heuristic:content,"[614, 616, 618]"
619,5cf942378da406000127871f,1451.34,1453.56,It's ridiculous.,1.5699999999999363,2.220000000000028,0,False,False,3,heuristic:content,[619]
620,5de79e713cf27970edc23950,1453.34,1457.66,"we are so far past any other country, like I'm just not getting that.",-0.2200000000000272,4.320000000000164,0,False,True,15,heuristic:content,[620]
622,5de79e713cf27970edc23950,1458.74,1482.58,"Like I understand that apparently trump or whatever was being warned and not listening. Big surprise. Um but besides any other political whatever, we can't have been that much more ill prepared than everybody else like in the whole rest of the world, like nobody has even close to the number of cases that we do. I don't know, don't",0.9600000000000364,7.529999999999973,0,False,False,63,heuristic:content,"[622, 624, 626, 630]"
633,5cf942378da406000127871f,1482.66,1492.94,"we heard it. Will they reopen? So they, because I think they have like their own version of trump down there and like they've been the cases keep growing like",-0.1299999999998817,0.3099999999999454,0,False,True,31,heuristic:short-content,"[633, 635]"
638,5de79e713cf27970edc23950,1495.84,1525.76,"Yeah, yep. We'll see. Like I've been dying to get back in the pool and the hot tub. I have a membership to a gym and that's the best thing again I have, like, I use a role later to walk around and stuff being in the water, the pool and the hot tub is like the best place for me ever. And as much as I want to get back into it when they reopened, I'm probably going to give it a while, like let the people that don't have anything to lose, go try it all out, you know?",2.480000000000018,2.450000000000045,0,False,False,106,heuristic:content,"[638, 640, 642, 644, 648, 650, 652, 654]"
656,5de79e713cf27970edc23950,1527.44,1537.76,"And then I'll see if people aren't getting sick and then I'll go back. But I don't know. And I wonder even with the gyms, like are they ever going to reopen like pools?",1.1900000000000546,1.5599999999999454,0,False,False,38,heuristic:content,"[656, 658]"
659,5cf942378da406000127871f,1537.44,1539.45,I don't know.,-0.3199999999999363,2.009999999999991,0,False,True,4,heuristic:content,[659]
660,5de79e713cf27970edc23950,1538.74,1549.27,"You can't like social distance. I mean the water is chemically treated, do you really want to be in like a people's soup?",-0.7100000000000364,4.990000000000009,0,False,True,25,heuristic:content,"[660, 664, 666]"
667,5cf942378da406000127871f,1549.24,1558.96,"Yeah. Um I think like I heard I'm not really like Georgia like they reopened the bowling alleys. I'm like, why have all placed? Would you open the bowling alley?",-0.0299999999999727,1.7100000000000364,0,False,True,32,heuristic:short-content,"[667, 669]"
670,5de79e713cf27970edc23950,1559.04,1567.95,"yeah. The things they reopened were like nail salons, barbershops, all the things that you have to have like direct person to person contact. So,",0.0799999999999272,3.8099999999999454,0,False,False,25,heuristic:content,"[670, 672]"
673,5cf942378da406000127871f,1567.54,1569.65,"Yeah, like",-0.4100000000000818,2.110000000000128,0,False,True,2,heuristic:short-content,[673]
676,5de79e713cf27970edc23950,1570.94,1581.36,"I'm not sure what's going down there, but, and then even a lot of the other plans, most of the States, you know, they're reopen their reopening more and more businesses, but they're not reopening the schools.",-0.5099999999999909,1.1199999999998909,0,False,True,41,heuristic:content,"[676, 680]"
681,5cf942378da406000127871f,1581.84,1582.67,Mm hmm.,0.4800000000000182,0.8300000000001546,0,False,False,2,heuristic:short-content,[681]
682,5de79e713cf27970edc23950,1582.24,1586.05,What are they expecting all the parents to do that have been home with their kids the whole time.,-0.4300000000000636,3.059999999999945,0,False,True,19,heuristic:content,"[682, 684]"
685,5cf942378da406000127871f,1587.14,1587.86,mm hmm.,1.0900000000001455,0.7199999999997999,0,False,False,2,heuristic:short-content,[685]
686,5de79e713cf27970edc23950,1587.54,1617.76,"Like now a lot of parents are going to have to just decline going back to work I assume because there's nowhere to put the kids. Yeah. And they're even talking like about the new normal, like what school going to look like in the fall. I don't think it's going to go back to what it was. That's for sure. So we'll have to see. It's crazy how much jelly bean, chihuahua just sits on me all day long",-0.3199999999999363,4.079999999999927,0,False,True,87,heuristic:content,"[686, 688, 690, 692, 694, 696, 698, 702]"
703,5cf942378da406000127871f,1618.04,1622.77,"Oh yeah, I'm sure my talks with that. I'm here all the time now.",0.2799999999999727,4.730000000000018,0,False,False,16,heuristic:content,[703]
705,5cf942378da406000127871f,1624.04,1627.96,Follow me around. Like she's still here,0.1800000000000636,3.9200000000000728,0,False,False,8,heuristic:content,[705]
706,5de79e713cf27970edc23950,1627.24,1630.86,Oh were you not there before this all happened?,-0.7200000000000273,3.619999999999891,1,True,True,9,heuristic:content,[706]
707,5cf942378da406000127871f,1630.84,1633.85,because I was always going out to improv shows,-0.0199999999999818,3.009999999999991,0,False,True,9,heuristic:content,[707]
710,5de79e713cf27970edc23950,1634.55,1637.39,right right. So like you're just home all the time now?,0.0599999999999454,0.9700000000000272,0,False,False,12,heuristic:content,"[710, 712]"
715,5cf942378da406000127871f,1640.94,1654.72,"it's interesting like um I never, I'm talking with my boyfriend because like he loves the dogs of course. So they killed like he'll be talking to them will be howling at the screen, let's troll back.",1.6000000000001364,11.5,0,False,False,41,heuristic:content,"[715, 717]"
718,5de79e713cf27970edc23950,1654.54,1654.91,That's,-0.1800000000000636,0.3700000000001182,0,False,True,2,heuristic:short-content,[718]
721,5cf942378da406000127871f,1655.34,1657.96,"you're I'm like, where is it coming from?",-0.0099999999999909,2.6200000000001182,1,True,True,10,heuristic:content,[721]
722,5de79e713cf27970edc23950,1657.64,1663.86,"right there, totally That's What type of dogs are they?",-0.3199999999999363,1.3099999999999454,0,False,True,11,heuristic:content,"[722, 726, 730]"
731,5cf942378da406000127871f,1664.14,1671.77,Uh well Puccini is a papi in and max is a happy in chihuahua mix.,0.2800000000002001,5.279999999999973,0,False,False,15,heuristic:content,"[731, 733]"
734,5de79e713cf27970edc23950,1671.44,1674.81,Oh so fluffy. Right and fluffy,-0.3299999999999272,1.8299999999999272,0,False,True,6,heuristic:content,"[734, 736]"
737,5cf942378da406000127871f,1674.84,1681.06,you're small and have like a love hair on the air Cheney to show him off.,0.0299999999999727,0.2000000000000454,0,False,False,17,heuristic:short-content,"[737, 739, 741, 743]"
745,5cf942378da406000127871f,1682.14,1682.5,Thank you.,-0.209999999999809,0.3599999999998999,0,False,True,2,heuristic:short-content,[745]
746,5de79e713cf27970edc23950,1682.36,1683.27,I like that name.,-0.1400000000001,0.910000000000082,0,False,True,4,heuristic:content,[746]
747,5cf942378da406000127871f,1683.84,1706.66,"My dad picked it up. Yeah, come here now, you got me under the table. Oh, this is my papi in.",0.5699999999999363,2.820000000000164,0,False,False,21,heuristic:content,"[747, 749, 751]"
752,5de79e713cf27970edc23950,1706.44,1710.17,Oh my goodness I love the ears. So cute.,-0.2200000000000272,2.730000000000018,0,False,True,9,heuristic:content,"[752, 754]"
757,5cf942378da406000127871f,1712.14,1715.77,"He's like, I hear a voice but I don't see any way",-0.1299999999998817,3.6299999999998818,0,False,True,14,heuristic:content,[757]
758,5de79e713cf27970edc23950,1715.44,1752.17,"that's funny. So our little chihuahua was like I don't know he has issues. We got him from the shelter like a year and a half ago The day we brought him home I got bit in the face four times it's like this is gonna be a problem. So it's been a long journey of love and patience and he's so much better now but still like with other dogs he he said he only weighs £8. And if he sees any other dog like out in the world, it doesn't matter if they're like £300 he goes crazy. He doesn't even bark, he's like",-0.3299999999999272,4.259999999999991,0,False,True,118,heuristic:content,"[758, 762, 764, 766, 768, 770, 772, 774, 776, 778, 780, 782]"
783,5cf942378da406000127871f,1754.54,1756.06,"Oh my God, that's",2.369999999999891,1.5199999999999818,0,False,False,5,heuristic:content,[783]
784,5de79e713cf27970edc23950,1755.74,1766.95,and the other dogs just look at him like what is your problem too? Like nobody even barks that back at him because I don't think they even think he's a dog like what is that little thing over there?,-0.3199999999999363,1.7799999999999727,0,False,True,42,heuristic:content,"[784, 786, 788, 790, 792]"
796,5de79e713cf27970edc23950,1769.9,1773.55,yeah. Oh my goodness.,1.050000000000182,3.649999999999864,0,False,False,4,heuristic:content,[796]
797,5cf942378da406000127871f,1774.24,1779.06,"their little dogs, they always think they're big and bad.",0.6900000000000546,4.819999999999936,0,False,False,11,heuristic:content,[797]
798,5de79e713cf27970edc23950,1777.24,1781.77,"Yeah, foreshore.",-1.8199999999999363,4.529999999999973,0,False,True,2,heuristic:short-content,[798]
800,5de79e713cf27970edc23950,1783.84,1785.85,What part of new york city are you in?,1.389999999999873,2.009999999999991,1,True,False,9,heuristic:content,[800]
801,5cf942378da406000127871f,1786.14,1787.96,I'm in the Bronx.,0.290000000000191,1.8199999999999363,0,False,False,5,heuristic:content,[801]
802,5de79e713cf27970edc23950,1787.54,1788.86,"Okay, cool.",-0.4200000000000727,1.3199999999999363,0,False,True,2,heuristic:short-content,[802]
803,5cf942378da406000127871f,1788.64,1793.05,My boyfriend lives in queens. What? Mhm.,-0.2199999999997999,1.9199999999998447,0,False,True,7,heuristic:content,"[803, 805]"
806,5de79e713cf27970edc23950,1792.94,1797.96,"Yeah. That's crazy that like you're both in New york city but it's that far away,",-0.1099999999998999,5.019999999999982,0,False,True,19,heuristic:content,[806]
807,5cf942378da406000127871f,1797.84,1813.11,"Yeah, I think it's, I think the new york city has the longest commute because somehow like even though we're in the same city is still can take me like two hours to get to Staten Island or I have a friend that lives out in coney Island.",-0.1200000000001182,1.8800000000001087,0,False,True,50,heuristic:content,"[807, 809, 811, 813]"
814,5de79e713cf27970edc23950,1813.24,1829.46,"yeah, I thought I'd be good going to New york city because I'm used to trains, I've been taking the team my whole life in boston. I went to Germany had no problem figuring out the train system there one hour in the new york city subway and I'm like I'm never getting home again.",0.1300000000001091,7.210000000000036,0,False,False,60,heuristic:content,"[814, 816, 818, 820]"
821,5cf942378da406000127871f,1829.14,1830.86,"mm. Yeah,",-0.3199999999999363,1.7199999999998,0,False,True,2,heuristic:short-content,[821]
822,5de79e713cf27970edc23950,1830.44,1834.06,It was like so confusing. None of it made any sense to me.,-0.4199999999998454,3.619999999999891,0,False,True,13,heuristic:content,[822]
825,5cf942378da406000127871f,1836.04,1838.46,well I can take some getting used to.,0.0899999999999181,2.4200000000000728,0,False,False,8,heuristic:content,[825]
826,5de79e713cf27970edc23950,1838.34,1857.35,"and the people on the train like everything is just so different. They're people I found like so friendly, everybody's talking to everybody else and like random just like dances breaking out on the train boston. I don't know. The people are just like look at me, don't talk to me very different.",-0.1200000000001182,3.25,0,False,True,57,heuristic:content,"[826, 828, 830, 832, 834, 836, 838, 840]"
842,5de79e713cf27970edc23950,1859.14,1861.36,Well it was very nice to meet you Erica.,0.5800000000001546,2.2199999999998,0,False,False,9,heuristic:content,[842]
843,5cf942378da406000127871f,1861.44,1863.17,"no, it's very nice to meet you too,",0.0800000000001546,1.7300000000000182,0,False,False,9,heuristic:content,[843]
844,5de79e713cf27970edc23950,1863.04,1872.77,I'm gonna go make some lunch and feed the dog and we should definitely be well over our Our limit. Make our $14.,-0.1300000000001091,4.269999999999982,0,False,True,26,heuristic:content,"[844, 846, 848]"
849,5cf942378da406000127871f,1871.24,1876.17,"Uh huh. All right, good.",-1.5299999999999727,3.490000000000009,0,False,True,5,heuristic:content,"[849, 851]"
852,5de79e713cf27970edc23950,1875.36,1879.66,nice talking to you. I'm so glad I didn't get some like creepy man. Oh,-0.8100000000001728,4.300000000000182,0,False,True,17,heuristic:content,[852]
853,5cf942378da406000127871f,1879.34,1881.17,"Well that's what I was afraid of,",-0.3200000000001637,1.8300000000001544,0,False,True,8,heuristic:content,[853]
854,5de79e713cf27970edc23950,1881.14,1890.67,"me too. I would have just been like click alright well stay safe. I hope your parents do well and I hope you and your boyfriend get to be together again soon,",-0.0299999999999727,4.059999999999945,0,False,True,32,heuristic:content,"[854, 856, 858]"
861,5cf942378da406000127871f,1892.94,1895.16,how people perceive as well by.,-0.4099999999998545,2.220000000000028,0,False,True,6,heuristic:content,[861]
